,"score","names_wga","dates_wga","names_artuk","dates_artuk","is_same","artist_id_wiki+googleart+wga+meisterwerke+moma","artist_id_artuk","Unnamed: 9","Unnamed: 10","Unnamed: 11"
1095,100,"[nooms, regnier, nooms, renier, zeeman, remy, zeeman, zeeman, reinier, nooms, reiner, nooms, remigius, zeeman, r., reinier nooms, nooms, reinier, zeeman, remigius, nooms, remy, zeeman, regnier]","[1623, 1667]","[nooms (zeeman), reinier, nooms, regnier, nooms, reinier, nooms, remigius, nooms, remy, nooms, renier, zeeman, zeeman, r., zeeman, regnier, zeeman, reinier, zeeman, remigius, zeeman, remy]","[1623, 1664]",1,"wga_nooms, reiner, (1623-1664)","artuk_nooms (zeeman), reinier, (1623-1664)","(4385, 4432)",232,"[0, 3]"
1096,100,"[ochtervelt, jacob]","[1634, 1710]","[ochtervelt, jacob]","[1634, 1682]",1,"wga_ochtervelt, jacob, (1634-1682)","artuk_ochtervelt, jacob, (1634-1682)","(7678, 4472)",23,"[0, 28]"
1097,88,"[pars, william]","[1742, 1782]","[parry, william]","[1742, 1791]",0,"wga_pars, william, (1742-1782)","artuk_parry, william, (1742-1791)","(7735, 4577)",10,"[0, 9]"
1098,100,"[pieters, clara, peeters, clara, clara peeters]","[1589, 1657]","[peeters, peeters i, bonaventura, peeters, bonaventura, peeters, bonaventura (1), peeters, bonaventure, peeters, bonaventure (1), peeters, bonaventure (i)]","[1614, 1652]",0,"wga_peeters, clara, (1594-1657)","artuk_peeters i, bonaventura, (1614-1652)","(386, 4649)",39,"[25, 5]"
1099,100,"[joannes meyssens, peeters, gillis i]","[1612, 1670]","[peeters, peeters i, bonaventura, peeters, bonaventura, peeters, bonaventura (1), peeters, bonaventure, peeters, bonaventure (1), peeters, bonaventure (i)]","[1614, 1652]",0,"wga_peeters, gillis i, (1612-1653)","artuk_peeters i, bonaventura, (1614-1652)","(4104, 4649)",173,"[2, 18]"
1100,85,"[peto, john f., peto, john frederick, john f. peto]","[1854, 1907]","[cleall, frederick john]","[1840, 1924]",0,"wga_peto, john frederick, (1854-1907)","artuk_cleall, frederick john, (1840-1924)","(2428, 1057)",26,"[14, 17]"
1101,85,"[peto, john f., peto, john frederick, john f. peto]","[1854, 1907]","[herring ii, john frederick]","[1815, 1907]",0,"wga_peto, john frederick, (1854-1907)","artuk_herring ii, john frederick, (1815-1907)","(2428, 2783)",45,"[39, 0]"
1102,100,"[pocock, nicholas]","[1741, 1821]","[pocock, nicholas]","[1740, 1821]",1,"wga_pocock, nicholas, (1741-1821)","artuk_pocock, nicholas, (1740-1821)","(7811, 4762)",54,"[1, 0]"
1103,100,"[piero del pollaiolo, piero di iacopo d'antonio benci, pollaiolo, piero del, piero del pollaiuolo, piero di jacopo d'antonio benci, pollaiuolo, piero, pollaiuolo, piero di jacopo d'antonio benci del, pollaiuolo, piero del]","[1441, 1496]","[antonio del pollaiolo, antonio di iacopo d'antonio benci, antonio di jacopo del pollaiuolo, benci, antonio di iacopo d'antonio, benci, antonio di jacopo, del pollaiuolo, antonio, pollagiolo, antonio del, pollagiolo, antonio di jacopo d'antonio del, pollagiolo, antonio di jacopo d'benci del, pollaiolo, antonio del, pollaiuolo, antonio, pollaiuolo, antonio del, pollaiuolo, antonio di jacopo d'antonio del, pollaiuolo, antonio di jacopo d'benci del, pollaivolo, antonio di jacopo d'antonio]","[1431, 1498]",0,"wga_pollaiuolo, piero del, (1441-1496)","artuk_del pollaiuolo, antonio, (1432-1498)","(2469, 1579)",15,"[10, 2]"
1104,100,"[pontormo, jacopo, pontormo, jacopo carucci, jacopo pontormo]","[1494, 1557]","[pontormo, jacopo carucci]","[1494, 1556]",1,"wga_pontormo, jacopo, (1494-1557)","artuk_pontormo, jacopo carucci, (1494-1556)","(1033, 4773)",299,"[0, 1]"
1105,100,"[hendrik gerritsz pot, pot, hendrick gerritsz, pot, hendrik gerritsz.]","[1580, 1657]","[pot, hendrik gerritsz.]","[1585, 1657]",1,"wga_pot, hendrick gerritsz, (1580-1657)","artuk_pot, hendrik gerritsz., (1585-1657)","(2824, 4783)",22,"[5, 0]"
1106,100,"[jan provoost, provost, jan]","[1462, 1550.0]","[provost, jan]","[1465, 1529]",1,"wga_provost, jan, (1465-1529)","artuk_provost, jan, (1465-1529)","(1064, 4847)",41,"[3, 21.0]"
1107,98,"[roestraeten, pieter gerritsz. van]","[1630, 1700]","[van roestraten, pieter gerritsz.]","[1629, 1700]",1,"wga_roestraeten, pieter gerritsz. van, (1630-1700)","artuk_van roestraten, pieter gerritsz., (1629-1700)","(7948, 6049)",14,"[1, 0]"
1108,89,"[romeijn, willem]","[1624, 1693]","[romeyn, willem]","[1624, 1694]",1,"wga_romeijn, willem, (1624-1693)","artuk_romeyn, willem, (1624-1694)","(8002, 5071)",12,"[0, 1]"
1109,100,"[sartorius, john nost]","[1759, 1828]","[sartorius, john nost, sartorius, john nott, satorius, l. n.]","[1755, 1828]",1,"wga_sartorius, john nost, (1759-1828)","artuk_sartorius, john nost, (1759-1828)","(8076, 5214)",56,"[4, 0]"
1110,100,"[sartorius, john nost]","[1759, 1828]","[john, sanders, j. a., sanders, john a., sanders, john arnold, saunders, john arnold]","[1801, 1811]",0,"wga_sartorius, john nost, (1759-1828)","artuk_john","(8076, 3196)",9,"[42, 17]"
1111,100,"[sassetta, stefano di giovanni, stefano di giovanni di consolo da cortona]","[1392, 1450]","[sassetta]","[1395, 1450]",1,"wga_sassetta, (1394-1450)","artuk_sassetta, (1395-1450)","(3874, 5215)",50,"[3, 0]"
1112,87,"[scrots, guillaume]","[1537, 1553]","[scrots, guillim]","[1537, 1850.0]",1,"wga_scrots, guillaume, (1537-1553)","artuk_scrots, guillim, (active 1537-1553)","(8120, 5281)",22,"[0, 297.0]"
1113,100,"[seeman, enoch]","[1694, 1744]","[seeman the younger, enoch]","[1694, 1745]",1,"wga_seeman, enoch, (1694-1744)","artuk_seeman the younger, enoch, (1694-1745)","(8123, 5287)",80,"[0, 1]"
1114,100,"[smart, john]","[1741, 1811]","[john, sanders, j. a., sanders, john a., sanders, john arnold, saunders, john arnold]","[1801, 1811]",0,"wga_smart, john, (1741-1811)","artuk_john","(8156, 3196)",9,"[60, 0]"
1115,100,"[solario, antonio]","[1502, 1514]","[solario, antonio]","[1500.0, 1518]",1,"wga_solario, antonio, (1502-1514)","artuk_solario, antonio, (active 1502-1518)","(8162, 5489)",7,"[2.0, 4]"
1116,96,"[sorgh, hendrick maertensz.]","[1610, 1670]","[sorgh, hendrik martensz.]","[1609, 1670]",1,"wga_sorgh, hendrick maertensz., (1610-1670)","artuk_sorgh, hendrik martensz., (1609-1670)","(8169, 5507)",23,"[1, 0]"
1117,100,"[spinello aretino]","[1345, 1410]","[spinello aretino]","[1350, 1410]",1,"wga_spinello aretino, (1345-1410)","artuk_spinello aretino, (1350-1410)","(3173, 5536)",50,"[5, 0]"
1118,100,"[stom, matthias, matthias stomer, matthias stom]","[1600, 1652]","[stom, matthias]","[1600, 1650]",1,"wga_stom, matthias, (1600-1650)","artuk_stom, matthias, (1600-1650)","(1545, 5627)",54,"[0, 2]"
1119,88,"[susini, francesco]","[1585, 1653]","[furini, francesco]","[1603, 1646]",0,"wga_susini, francesco, (1585-1653)","artuk_furini, francesco, (1603-1646)","(8223, 2123)",15,"[18, 7]"
1120,100,"[sustris, lambert, lambert sustris]","[1515, 1584]","[sustris, lambert]","[1515, 1570]",1,"wga_sustris, lambert, (1515-1560)","artuk_sustris, lambert, (1515-1570)","(2606, 5685)",30,"[0, 14]"
1121,100,"[tassi, agostino, agostino tassi]","[1578, 1644]","[tassi, agostino]","[1579, 1644]",1,"wga_tassi, agostino, (1578-1644)","artuk_tassi, agostino, (1579-1644)","(3623, 5739)",20,"[1, 0]"
1122,86,"[tischbein, johann heinrich the elder, tischbein d. a., johann heinrich]","[1722, 1789]","[müntz, johann heinrich]","[1727, 1798]",0,"wga_tischbein, johann heinrich the elder, (1722-1789)","artuk_müntz, johann heinrich, (1727-1798)","(8271, 4339)",14,"[5, 9]"
1123,100,"[tiziano vecelli, titian, tiziano vecellio, tizian]","[1488, 1578.0]","[titian]","[1488, 1576]",1,"wga_tiziano vecellio, (1490-1576)","artuk_titian, (1488-1576)","(2134, 5834)",894,"[0, 2.0]"
1124,97,"[vaardt, jan van der]","[1653, 1727]","[van der vaart, jan]","[1647, 1727]",1,"wga_vaardt, jan van der, (1653-1727)","artuk_van der vaart, jan, (1647-1727)","(8606, 5997)",15,"[6, 0]"
1125,84,"[vaccaro, lorenzo]","[1655, 1706]","[castro, lorenzo a]","[1664, 1700.0]",0,"wga_vaccaro, lorenzo, (1655-1706)","artuk_castro, lorenzo a, (active 1664-1700)","(8607, 935)",13,"[9, 6.0]"
1126,100,"[vanderlyn, john, john vanderlyn]","[1775, 1852]","[john, sanders, j. a., sanders, john a., sanders, john arnold, saunders, john arnold]","[1801, 1811]",0,"wga_vanderlyn, john, (1775-1852)","artuk_john","(2905, 3196)",23,"[26, 41]"
1127,100,"[vecchia, pietro della]","[1602, 1678]","[pietro della vecchia]","[1603, 1678]",1,"wga_vecchia, pietro della, (1602-1678)","artuk_pietro della vecchia, (1603-1678)","(8623, 4727)",14,"[1, 0]"
1128,85.14,"[jan van de velde, velde, jan van de, ii]","[1593, 1641]","[van de velde i, esaias]","[1587, 1630]",0,"wga_velde, jan van de, ii, (1593-1641)","artuk_van de velde i, esaias, (1587-1630)","(3270, 5969)",148,"[6, 11]"
1129,100,"[verboeckhoven, eugene joseph, verboeckhoven, e. and ortman, verbeckhoven, e., verboeckhoven, e. and bodeman, verboeckhoven, eugène-joseph, verboeckhoven, eugène, verboeckhoven, e., verboeckhoven, eugène joseph, verboeckhoven, eugeen joseph]","[1798, 1881]","[bodeman, bodeman, w., bodeman, willem, bodemann, willem, verboeckhoven, e. and bodeman]","[1806, 1880]",0,"wga_verboeckhoven, eugène-joseph, (1798-1881)","artuk_bodemann, willem, (1806-1880)","(8634, 507)",3,"[8, 1]"
1130,93,"[verboeckhoven, louis-charles]","[1802, 1889]","[verbeckhoven, e., verboeckhoven, e., verboeckhoven, e. and bodeman, verboeckhoven, e. and ortman, verboeckhoven, eugeen joseph, verboeckhoven, eugene joseph, verboeckhoven, eugène, verboeckhoven, eugène joseph, verboeckhoven, eugène-joseph]","[1798, 1881]",0,"wga_verboeckhoven, louis-charles, (1802-1889)","artuk_verboeckhoven, eugène joseph, (1798-1881)","(8635, 6094)",37,"[4, 8]"
1131,100,"[verboom, adriaen hendricksz.]","[1628, 1673]","[akerboom, adriaen hendriksz., boom, a. h. v., boom, a. van, boon, a. v., ver boom, adriaen hendricksz., verboom, abraham, verboom, adriaen, verboom, adriaen hendricksz., verboom, adriaen hendriksz., verbooms, abraham]","[1628, 1670]",1,"wga_verboom, adriaen hendricksz., (1628-1673)","artuk_verboom, adriaen hendricksz., (1628-1670)","(8636, 6095)",4,"[0, 3]"
1132,90,"[verelst, william]","[1732, 1756]","[verelst, willem]","[1700, 1756]",1,"wga_verelst, william, (1732-1756)","artuk_verelst, willem, (1700-1756)","(8644, 6100)",11,"[32, 0]"
1133,97,"[david vinckboons, vinckboons, david]","[1576, 1633]","[vinckeboons, david]","[1576, 1632]",1,"wga_vinckboons, david, (1576-1633)","artuk_vinckeboons, david, (1576-1632)","(3842, 6117)",71,"[0, 1]"
1134,87,"[vois, arie de]","[1630, 1680]","[de vois, ary]","[1632, 1680]",1,"wga_vois, arie de, (1630-1680)","artuk_de vois, ary, (1632-1680)","(8711, 1549)",10,"[2, 0]"
1135,100,"[vries, roelof van]","[1630, 1681]","[van vries, roelof]","[1631, 1681]",1,"wga_vries, roelof van, (1630-1681)","artuk_van vries, roelof, (1631-1681)","(8724, 6067)",11,"[1, 0]"
1136,100,"[vroom, hendrick cornelisz., hendrick cornelisz vroom]","[1562, 1640]","[vroom, hendrick cornelisz.]","[1566, 1640]",1,"wga_vroom, hendrick cornelisz., (1566-1640)","artuk_vroom, hendrick cornelisz., (1566-1640)","(906, 6142)",40,"[4, 0]"
1137,100,"[waitt, richard]","[1706, 1732]","[waitt, richard]","[1710.0, 1732]",1,"wga_waitt, richard, (1706-1732)","artuk_waitt, richard, (d.1732)","(8728, 6161)",15,"[4.0, 0]"
1138,85,"[walker, george]","[1781, 1856]","[balmer, george]","[1805, 1846]",0,"wga_walker, george, (1781-1856)","artuk_balmer, george, (1805-1846)","(8729, 251)",13,"[24, 10]"
1139,89,"[williams, edward charles]","[1807, 1881]","[sheldon-williams, alfred, williams, a. a., williams, a. sheldon, williams, alfred sheldon]","[1870, 1880]",0,"wga_williams, edward charles, (1807-1881)","artuk_williams, a. a.","(6402, 8758)",3,"[63, 1]"
1140,89,"[williams, george augustus]","[1814, 1901]","[sheldon-williams, alfred, williams, a. a., williams, a. sheldon, williams, alfred sheldon]","[1870, 1880]",0,"wga_williams, george augustus, (1814-1901)","artuk_williams, a. a.","(6402, 8759)",5,"[56, 21]"
1141,89,"[williams, walter]","[1834, 1906]","[sheldon-williams, alfred, williams, a. a., williams, a. sheldon, williams, alfred sheldon]","[1870, 1880]",0,"wga_williams, walter, (1834-1906)","artuk_williams, a. a.","(6402, 8761)",2,"[36, 26]"
1142,100,"[williams, walter]","[1834, 1906]","[williams, walter heath]","[1835, 1906]",0,"wga_williams, walter, (1834-1906)","artuk_williams, walter heath, (1835-1906)","(8761, 6434)",10,"[1, 0]"
1143,99,"[williams, walter]","[1834, 1906]","[williams, alfred walter]","[1823, 1905]",0,"wga_williams, walter, (1834-1906)","artuk_williams, alfred walter, (1823-1905)","(6403, 8761)",13,"[11, 1]"
1144,100,"[witmont, heerman]","[1605, 1684]","[witmont, heerman]","[1605, 1683]",1,"wga_witmont, heerman, (1605-1684)","artuk_witmont, heerman, (1605-1683)","(8767, 6506)",11,"[0, 1]"
1145,100,"[wyck, jan, jan wyck]","[1644, 1702]","[wyck, jan]","[1645, 1700]",1,"wga_wyck, jan, (1644-1700)","artuk_wyck, jan, (1645-1700)","(3403, 6589)",53,"[1, 2]"
1146,89,"[agnes lawrence pelton]","[1881, 1961]","[lawrence, edna w., lawrence, w.]","[1898, 1908]",0,"wiki_agnes-lawrence-pelton","artuk_lawrence, w.","(28, 3485)",22,"[17, 53]"
1147,86,"[agnes martin, agnes bernice martin]","[1912, 2004]","[ahearn, martin r., martin, r.]","[1918, 1928]",0,"wiki_agnes-martin","artuk_martin, r.","(3896, 29)",107,"[6, 76]"
1148,100,"[albert irvin]","[1922, 2099]","[irvin, albert]","[1922, 2015]",1,"wiki_albert-irvin","artuk_irvin, albert, (1922-2015)","(50, 3100)",34,"[0, 84]"
1149,90,"[alexander bazhbeuk-melikyan, ալեքսանդր բաժբեուկ-մելիքյան]","[1891, 1966]","[alexander, h., alexander, john h., alexander, jon h.]","[1905, 1915]",0,"wiki_alexander-bazhbeuk-melikyan","artuk_alexander, h.","(78, 51)",7,"[14, 51]"
1150,90,"[alexander ""sandy"" calder, alexander calder]","[1898, 1976]","[alexander, h., alexander, john h., alexander, jon h.]","[1905, 1915]",0,"wiki_alexander-calder","artuk_alexander, h.","(80, 51)",47,"[7, 61]"
1151,90,"[alexander pope, jr., alexander pope]","[1849, 1924]","[alexander, h., alexander, john h., alexander, jon h.]","[1905, 1915]",0,"wiki_alexander-pope","artuk_alexander, h.","(84, 51)",22,"[56, 9]"
1152,100,"[mantegna, andrea, andrea mantegna]","[1430, 1506]","[mantegna, andrea]","[1431, 1506]",1,"wiki_andrea-mantegna","artuk_mantegna, andrea, (1431-1506)","(137, 3851)",608,"[1, 0]"
1153,100,"[andrea solario, andrea solario (solari), solario, andrea]","[1460, 1525]","[solario, andrea]","[1465, 1524]",1,"wiki_andrea-solario","artuk_solario, andrea, (1465-1524)","(138, 5488)",44,"[5, 1]"
1154,100,"[arthur lowe]","[1865, 1940]","[lowe, arthur]","[1866, 1940]",1,"wiki_arthur-lowe","artuk_lowe, arthur, (1866-1940)","(200, 3689)",19,"[1, 0]"
1155,100,"[benjamin vautier, ben, ben vautier]","[1935, 2099]","[levene, ben]","[1938, 2010]",0,"wiki_ben","artuk_levene, ben, (1938-2010)","(249, 3567)",52,"[3, 89]"
1156,100,"[benjamin vautier, ben, ben vautier]","[1935, 2099]","[maile, ben]","[1922, 2099]",0,"wiki_ben","artuk_maile, ben, (b.1922)","(249, 3824)",35,"[13, 0]"
1157,86,"[benito quinquela martín, benito quinquela martin]","[1890, 1977]","[ahearn, martin r., martin, r.]","[1918, 1928]",0,"wiki_benito-quinquela-martin","artuk_martin, r.","(252, 3896)",20,"[28, 49]"
1158,89,"[charles robinson]","[1870, 1937]","[robinson, c.]","[1871, 1881]",0,"wiki_charles-robinson","artuk_robinson, c.","(355, 5032)",45,"[1, 56]"
1159,84,"[charles robinson]","[1870, 1937]","[robinson, cayley, robinson, f. cayley, robinson, frederic cayley, robinson, frederick cayley]","[1862, 1927]",0,"wiki_charles-robinson","artuk_robinson, frederick cayley, (1862-1927)","(5033, 355)",68,"[8, 10]"
1160,89,"[charles robinson]","[1870, 1937]","[pew, frederic g. robinson (mistress), pew, gertrude l., robinson, g.]","[1876, 1886]",0,"wiki_charles-robinson","artuk_robinson, g.","(355, 5034)",45,"[6, 51]"
1161,97,"[eugene de blaas, eugene von blaas]","[1843, 1932]","[von blaas, eugen]","[1843, 1931]",1,"wiki_eugene-de-blaas","artuk_von blaas, eugen, (1843-1931)","(595, 6128)",93,"[0, 1]"
1162,100,"[frederick morgan]","[1850, 1927]","[morgan, frederick]","[1856, 1927]",1,"wiki_frederick-morgan","artuk_morgan, frederick, (1856-1927)","(689, 4207)",69,"[6, 0]"
1163,100,"[george henry, brown, george henry alan, brown, george h. a.]","[1862, 1935.0]","[brown, george h. a., brown, george henry alan, henry, george]","[1862, 1891.0]",1,"wiki_george-henry","artuk_henry, george, (1858-1943)","(733, 2758)",40,"[0, 44.0]"
1164,100,"[george henry, brown, george henry alan, brown, george h. a.]","[1862, 1935.0]","[brown, george h. a., brown, george henry alan, henry, george]","[1862, 1939.0]",1,"wiki_george-henry","artuk_henry, george, (1858-1943)","(733, 2759)",128,"[0, 4.0]"
1165,100,"[george henry, brown, george henry alan, brown, george h. a.]","[1862, 1935.0]","[hewitt, h. g., hewitt, h. george, hewitt, henri george, hewitt, henry george]","[1864, 1900.0]",0,"wiki_george-henry","artuk_hewitt, henry george, (1864-1911)","(733, 2794)",39,"[2, 35.0]"
1166,100,"[george henry, brown, george henry alan, brown, george h. a.]","[1862, 1935.0]","[manton, g. grenville, manton, george henry grenville, manton, george henry greville, manton, grenville]","[1855, 1932]",0,"wiki_george-henry","artuk_manton, george henry grenville, (1855-1932)","(733, 3852)",50,"[7, 3.0]"
1167,100,"[george henry, brown, george henry alan, brown, george h. a.]","[1862, 1935.0]","[wimpenny, george henry]","[1857, 1939]",0,"wiki_george-henry","artuk_wimpenny, george henry, (1857-1939)","(733, 6477)",59,"[5, 4.0]"
1168,88,"[piranesi, giovanni battista, giovanni battista (giambattista) piranesi, giovanni battista piranesi]","[1720, 1778]","[cipriani, giovanni battista]","[1727, 1785]",0,"wiki_giovanni-battista-piranesi","artuk_cipriani, giovanni battista, (1727-1785)","(797, 1025)",1595,"[7, 7]"
1169,100,"[harry clarke]","[1889, 1931]","[clarke, h. harvey, clarke, harry harvey]","[1869, 1948]",0,"wiki_harry-clarke","artuk_clarke, harry harvey, (1869-1948)","(889, 1043)",71,"[20, 17]"
1170,84,"[henry william banks davis]","[1833, 1914]","[hope, william henry]","[1835, 1915]",0,"wiki_henry-william-banks-davis","artuk_hope, william henry, (1835-1915)","(2932, 927)",163,"[2, 1]"
1171,84,"[henry william banks davis]","[1833, 1914]","[paque, oliver, pike, w. h., pike, william h., pike, william henry]","[1846, 1908]",0,"wiki_henry-william-banks-davis","artuk_pike, william henry, (1846-1908)","(4733, 927)",26,"[13, 6]"
1172,100,"[hovhannes zardaryan, հովհաննես զարդարjան]","[1918, 1973.0]","[patterson, w. j.]","[1925.0, 1952.0]",0,"wiki_hovhannes-zardaryan","patterson, w. j.","(956, 4613)",11,"[7.0, 21.0]"
1173,100,"[hovhannes zardaryan, հովհաննես զարդարjան]","[1918, 1973.0]","[mcauley, charles j.]","[1910, 1999]",0,"wiki_hovhannes-zardaryan","artuk_mcauley, charles j., (1910-1999)","(956, 3950)",17,"[8, 26.0]"
1174,100,"[hovhannes zardaryan, հովհաննես զարդարjան]","[1918, 1973.0]","[dick, alix, dick, j. alix, dick, jessie alexandra]","[1896, 1976]",0,"wiki_hovhannes-zardaryan","artuk_dick, jessie alexandra, (1896-1976)","(956, 1623)",8,"[22, 3.0]"
1175,100,"[hovhannes zardaryan, հովհաննես զարդարjան]","[1918, 1973.0]","[cumming, peter ronald j.]","[1916, 1993]",0,"wiki_hovhannes-zardaryan","artuk_cumming, peter ronald j., (1916-1993)","(956, 1355)",17,"[2, 20.0]"
1176,100,"[hovhannes zardaryan, հովհաննես զարդարjան]","[1918, 1973.0]","[prowett, j. c., prowett, james christie]","[1936, 1946]",0,"wiki_hovhannes-zardaryan","artuk_prowett, james christie, (1865-1946)","(956, 4848)",8,"[18, 27.0]"
1177,100,"[hovhannes zardaryan, հովհաննես զարդարjան]","[1918, 1973.0]","[mason, o. j.]","[1966, 1966]",0,"wiki_hovhannes-zardaryan","mason, o. j., (b.1966)","(956, 3908)",12,"[48, 7.0]"
1178,100,"[hovhannes zardaryan, հովհաննես զարդարjան]","[1918, 1973.0]","[woods, padraic, woods, padraic john, woods, patrick j.]","[1893, 1991]",0,"wiki_hovhannes-zardaryan","artuk_woods, padraic john, (1893-1991)","(956, 6544)",11,"[25, 18.0]"
1179,100,"[hovhannes zardaryan, հովհաննես զարդարjան]","[1918, 1973.0]","[patrick, j. mcintosh, patrick, james mcintosh]","[1907, 1998]",0,"wiki_hovhannes-zardaryan","artuk_patrick, james mcintosh, (1907-1998)","(956, 4608)",59,"[11, 25.0]"
1180,100,"[hovhannes zardaryan, հովհաննես զարդարjան]","[1918, 1973.0]","[witherop, j. coburn, witherop, jack coburn]","[1906, 1984]",0,"wiki_hovhannes-zardaryan","artuk_witherop, jack coburn, (1906-1984)","(956, 6504)",21,"[12, 11.0]"
1181,100,"[hovhannes zardaryan, հովհաննես զարդարjան]","[1918, 1973.0]","[b., j.]","[1890.0, 2003.0]",0,"wiki_hovhannes-zardaryan","artuk_b., j.","(956, 204)",11,"[28.0, 30.0]"
1182,100,"[hovhannes zardaryan, հովհաննես զարդարjան]","[1918, 1973.0]","[dawson, montagu j., dawson, montague, dawson, montague j.]","[1895, 1973]",0,"wiki_hovhannes-zardaryan","artuk_dawson, montague j., (1895-1973)","(956, 1466)",13,"[23, 0.0]"
1183,100,"[hovhannes zardaryan, հովհաննես զարդարjան]","[1918, 1973.0]","[stroudley, james, stroudley, l. j.]","[1906, 1985]",0,"wiki_hovhannes-zardaryan","artuk_stroudley, james, (1906-1985)","(956, 5655)",9,"[12, 12.0]"
1184,100,"[hovhannes zardaryan, հովհաննես զարդարjան]","[1918, 1973.0]","[davies, m. j.]","[1896.0, 1973.0]",0,"wiki_hovhannes-zardaryan","artuk_davies, m. j., (active 1896-1913)","(956, 1442)",12,"[22.0, 0.0]"
1185,100,"[hovhannes zardaryan, հովհաննես զարդարjան]","[1918, 1973.0]","[cook, j. kingsley, cook, john kingsley]","[1911, 1994]",0,"wiki_hovhannes-zardaryan","artuk_cook, john kingsley, (1911-1994)","(956, 1182)",6,"[7, 21.0]"
1186,100,"[hovhannes zardaryan, հովհաննես զարդարjան]","[1918, 1973.0]","[goddall, j. s., goodall, john s., goodall, john strickland]","[1908, 1996]",0,"wiki_hovhannes-zardaryan","artuk_goodall, john strickland, (1908-1996)","(956, 2329)",6,"[10, 23.0]"
1187,100,"[hovhannes zardaryan, հովհաննես զարդարjան]","[1918, 1973.0]","[chalker, j. bridger, chalker, jack, chalker, jack bridger]","[1918, 2014]",0,"wiki_hovhannes-zardaryan","artuk_chalker, jack, (1918-2014)","(956, 952)",11,"[0, 41.0]"
1188,100,"[heemskerck van beest, jacoba berendina van (jkvr.), heemskerck van beest, j. van (jkvr.), heemskerck, jacoba van, heemskerck van beest, jacoba berendina, heemskerck van beest, jacoba, heemskerck van beest, jakoba, heemskerck van beest, jacoba van, heemskerck van beest, jacoba berendina van, jacoba van heemskerck, beest, jacoba van]","[1876, 1923]","[j., pryde, james, pryde, james ferrier, pryde, jimmy]","[1866, 1941]",0,"wiki_jacoba-van-heemskerck","artuk_pryde, james ferrier, (1866-1941)","(1030, 4850)",67,"[10, 18]"
1189,100,"[archer, james a., james archer]","[1821, 1903.0]","[archer, james]","[1823, 1904]",1,"wiki_james-archer","artuk_archer, james, (1823-1904)","(1044, 140)",75,"[2, 1.0]"
1190,100,"[james campbell]","[1828, 1893]","[campbell, j., dickson, j. a., dickson, j. a. c., dickson, james archibald campbell]","[1836, 1846]",0,"wiki_james-campbell","artuk_campbell, j.","(1047, 866)",16,"[8, 47]"
1191,89,"[noble, j. c., noble, james campbell, noble, j. cambell, james campbell noble]","[1846, 1913]","[noble, j. s., noble, john sargeant, noble, john sargent]","[1848, 1896]",0,"wiki_james-campbell-noble","artuk_noble, john sargeant, (1848-1896)","(4427, 1048)",31,"[2, 17]"
1192,100,"[noble, j. c., noble, james campbell, noble, j. cambell, james campbell noble]","[1846, 1913]","[burbanck, j. m., burbank, j. m., burbank, j. m. (junior), j., j.]","[1863, 1873]",0,"wiki_james-campbell-noble","artuk_j., j.","(1048, 3129)",18,"[17, 40]"
1193,100,"[jan havickszoon steen, steen, jan, jan steen]","[1626, 1679]","[steen, jan]","[1625, 1679]",1,"wiki_jan-steen","artuk_steen, jan, (1625-1679)","(1067, 5585)",311,"[1, 0]"
1194,100,"[jean-honoré fragonard, jean-honoré nicolas fragonard, jean-honore fragonard, fragonard, jean-honore, fragonard, jean-honoré]","[1722.0, 1806]","[frago, honoré, frago, je, fragonard, honoré, fragonard, jean h., fragonard, jean honoré, fragonard, jean-honor, fragonard, jean-honoré, fragonard, onorato]","[1732, 1806]",1,"wiki_jean-honore-fragonard","artuk_fragonard, jean-honoré, (1732-1806)","(1103, 2063)",393,"[10.0, 0]"
1195,100,"[jock macdonald, j.w.g. (jock) macdonald]","[1897, 1960]","[lewis, w. g. b., w., g.]","[1903, 1913]",0,"wiki_jock-macdonald","artuk_w., g.","(1154, 6145)",18,"[6, 47]"
1196,84,"[john bradley]","[1800, 1850]","[bradley, j., bradley, john]","[1786, 1843]",1,"wiki_john-bradley","artuk_bradley, john, (1786-1843)","(604, 1170)",25,"[14, 7]"
1197,100,"[john bradley]","[1800, 1850]","[john, sanders, j. a., sanders, john a., sanders, john arnold, saunders, john arnold]","[1801, 1811]",0,"wiki_john-bradley","artuk_john","(1170, 3196)",24,"[1, 39]"
1198,92,"[fergusson, j. d., fergusson, john duncan, ferguson, john duncan, fergusson, j d, john duncan fergusson]","[1874, 1961]","[fergusson, chris j., fergusson, christian jane, fergusson, christine jane, stark, chris j., stark, christian jane]","[1876, 1957]",0,"wiki_john-duncan-fergusson","artuk_fergusson, christian jane, (1876-1957)","(1937, 1178)",21,"[2, 4]"
1199,100,"[john jackson]","[1778, 1831]","[john, sanders, j. a., sanders, john a., sanders, john arnold, saunders, john arnold]","[1801, 1811]",0,"wiki_john-jackson","artuk_john","(1187, 3196)",99,"[23, 20]"
1200,100,"[john lewis krimmel, johann ludwig krimmel]","[1786, 1821]","[john, sanders, j. a., sanders, john a., sanders, john arnold, saunders, john arnold]","[1801, 1811]",0,"wiki_john-lewis-krimmel","artuk_john","(1192, 3196)",26,"[15, 10]"
