,"score","names_wiki+googleart+wga+meisterwerke","dates_wiki+googleart+wga+meisterwerke","names_moma","dates_moma","is_same","artist_id_wiki+googleart+wga+meisterwerke","artist_id_moma","idx","total_works_count","year_diff"
452,84,"[paul john wonner, paul wonner]","[1920, 2008]","[john paul jones]","[1924, 1999]",0,"wiki_paul-wonner","moma_mdvt-john-paul-jones-2935","(5656, 1822)",46,"[4, 9]"
119,100,"[paula modersohn-becker, modersohn-becker, paula]","[1876, 1908.0]","[paula modersohn-becker]","[1876, 1907]",1,"wiki_paula-modersohn-becker","moma_mdvt-paula-modersohn-becker-4037","(1824, 8643)",143,"[0, 1.0]"
120,100,"[pedro coronel]","[1922, 1985]","[pedro coronel]","[1923, 1985]",1,"wiki_pedro-coronel","moma_mdvt-pedro-coronel-1251","(1834, 8670)",10,"[1, 0]"
121,87,"[peter dreher]","[1932, 2099]","[peter roehr]","[1944, 1968]",0,"wiki_peter-dreher","moma_mdvt-peter-roehr-35399","(1843, 8783)",11,"[12, 131]"
514,84,"[peter phillips]","[1939, 2099]","[paulette phillips]","[1956, 2099]",0,"wiki_peter-phillips","moma_mdvt-paulette-phillips-35600","(8646, 1849)",15,"[17, 0]"
122,100,"[pierre soulages]","[1919, 2011.0]","[pierre soulages]","[1919, 1957.0]",1,"wiki_pierre-soulages","moma_mdvt-pierre-soulages-5538","(1881, 8909)",45,"[0, 54.0]"
123,100,"[reg butler, reginald cotterell butler]","[1913, 1981]","[reg butler]","[1913, 1983]",1,"wiki_reg-butler","moma_mdvt-reg-butler-900","(1931, 9131)",5,"[0, 2]"
125,100,"[rene portocarrero, rené portocarrero]","[1912, 1985]","[rene portocarrero]","[1914, 1985]",1,"wiki_rene-portocarrero","moma_mdvt-rene-portocarrero-8514","(1939, 9166)",26,"[2, 0]"
530,88,"[richard long, richard long cbe]","[1945, 2099]","[richard olson]","[1938, 2099]",0,"wiki_richard-long","moma_mdvt-richard-olson-6829","(9292, 1951)",3,"[7, 0]"
126,100,"[richard oelze]","[1900, 1980]","[richard oelze]","[1900, 1981]",1,"wiki_richard-oelze","moma_mdvt-richard-oelze-4376","(1953, 9291)",16,"[0, 1]"
531,85,"[richard prince]","[1949, 2099]","[richard pare]","[1948, 2099]",0,"wiki_richard-prince","moma_mdvt-richard-pare-4496","(9294, 1957)",3,"[1, 0]"
127,100,"[richard serra]","[1939, 2099]","[richard serra]","[1938, 2099]",1,"wiki_richard-serra","moma_mdvt-richard-serra-5349","(1958, 9310)",30,"[1, 0]"
528,86,"[richard dean tuttle, richard tuttle]","[1941, 2099]","[richard hutten]","[1967, 2099]",0,"wiki_richard-tuttle","moma_mdvt-richard-hutten-34174","(9251, 1960)",37,"[26, 0]"
533,87,"[robert barry]","[1936, 2099]","[robert bart]","[1923, 2099]",0,"wiki_robert-barry","moma_mdvt-robert-bart-353","(9374, 1967)",15,"[13, 0]"
128,100,"[robert irwin]","[1928, 2099]","[irwin]","[1983, 2099]",1,"wiki_robert-irwin","moma_mdvt-irwin-29979","(1986, 4760)",3,"[55, 0]"
537,88,"[robert morris]","[1931, 2099]","[robert morin]","[1949, 2099]",0,"wiki_robert-morris","moma_mdvt-robert-morin-35609","(9482, 1991)",0,"[18, 0]"
534,85,"[robert ryman]","[1930, 2099]","[robert cremean]","[1932, 2099]",0,"wiki_robert-ryman","moma_mdvt-robert-cremean-1301","(9398, 1994)",39,"[2, 0]"
536,85,"[robert ryman]","[1930, 2099]","[robert freeman]","[1936, 2099]",0,"wiki_robert-ryman","moma_mdvt-robert-freeman-46484","(9422, 1994)",39,"[6, 0]"
129,100,"[roberto aizenberg]","[1922, 1996]","[roberto aizenberg]","[1928, 1996]",1,"wiki_roberto-aizenberg","moma_mdvt-roberto-aizenberg-91","(2002, 9532)",32,"[6, 0]"
130,100,"[roger bissière]","[1886, 1964]","[roger bissière]","[1888, 1964]",1,"wiki_roger-bissi-re","moma_mdvt-roger-bissière-574","(2008, 9592)",42,"[2, 0]"
131,88,"[rudolf bauer, alexander georg rudolf bauer]","[1889, 1953]","[rudolph bauer]","[1889, 1954]",1,"wiki_rudolf-bauer","moma_mdvt-rudolph-bauer-385","(2036, 9743)",13,"[0, 1]"
132,100,"[serge charchoune, sergueï ivanovitch charchoun (сергей иванович шаршун)]","[1889, 1975]","[serge charchoune]","[1888, 1975]",1,"wiki_serge-charchoune","moma_mdvt-serge-charchoune-1071","(2075, 9979)",19,"[1, 0]"
567,89,"[stephen prina]","[1954, 2099]","[stephen perrin]","[1932, 2099]",0,"wiki_stephen-prina","moma_mdvt-stephen-perrin-4565","(10295, 2122)",2,"[22, 0]"
570,85,"[tadasky, tadasuke kuwayama]","[1935, 2099]","[tadaaki kuwayama]","[1932, 2099]",0,"wiki_tadasky","moma_mdvt-tadaaki-kuwayama-6907","(10452, 2137)",19,"[3, 0]"
134,100,"[tsuguharu foujita, léonard tsugouharu foujita (藤田 嗣治)]","[1886, 1968]","[tsugouharu foujita]","[1886, 1969]",1,"wiki_tsuguharu-foujita","moma_mdvt-tsugouharu-foujita-1957","(2216, 10851)",161,"[0, 1]"
135,100,"[ulfert wilke]","[1907, 1987]","[ulfert wilke]","[1907, 1988]",1,"wiki_ulfert-wilke","moma_mdvt-ulfert-wilke-6372","(2222, 10873)",11,"[0, 1]"
136,100,"[vásárhelyi győző, victor vasarely]","[1906, 1997]","[victor vasarely]","[1908, 1997]",1,"wiki_victor-vasarely","moma_mdvt-victor-vasarely-6109","(2262, 11013)",52,"[2, 0]"
137,100,"[vito acconci, vito hannibal acconci]","[1940, 2099]","[vito acconci]","[1940, 2017]",1,"wiki_vito-acconci","moma_mdvt-vito-acconci-53","(2273, 11062)",25,"[0, 82]"
138,100,"[walter darby bannard]","[1934, 2099]","[walter darby bannard]","[1934, 2016]",1,"wiki_walter-darby-bannard","moma_mdvt-walter-darby-bannard-322","(2288, 11143)",29,"[0, 83]"
139,100,"[william ward jackson, ward jackson]","[1928, 2004]","[ward jackson]","[1929, 2004]",1,"wiki_ward-jackson","moma_mdvt-ward-jackson-7879","(2296, 11199)",12,"[1, 0]"
140,100,"[william congdon, william grosvenor congdon]","[1912, 1988]","[william congdon]","[1912, 1998]",1,"wiki_william-congdon","moma_mdvt-william-congdon-1211","(2315, 11328)",16,"[0, 10]"
141,100,"[wojciech fangor]","[1922, 2099]","[wojciech fangor]","[1922, 2015]",1,"wiki_wojciech-fangor","moma_mdvt-wojciech-fangor-1799","(2341, 11451)",19,"[0, 84]"
142,84,"[christopher “daze” ellis]",,"[daze (chris ellis)]","[1962, 2099]",1,"googleart_t2194x6rvxh","moma_mdvt-daze-(chris-ellis)-1420",,,
143,99,"[henri-martin, martin, henri, henri, martin, henri jean guillaume, henri-jean guillaume martin, henri martin, martin, henri-jean-guillaume]","[1860, 1943]","[henri matisse]","[1869, 1954]",0,"wga_martin, henri-jean-guillaume, (1860-1943)","moma_mdvt-henri-matisse-3832",,,
144,85,"[martha diamond]","[1944, 2099]","[sara diamond]","[1954, 2099]",0,"wiki_martha-diamond","moma_mdvt-sara-diamond-35618",,,
145,100,"[josé guadalupe posada, jose guadalupe posada]","[1852, 1913]","[(follower of) josé-guadalupe  posada]","[1852, 1913]",0,"googleart_m02vw34","moma_mdvt-(follower-of)-josé-guadalupe--posada-7484",,,
146,100,"[josé guadalupe posada, jose guadalupe posada]","[1852, 1913]","[josé-guadalupe posada]","[1852, 1913]",1,"googleart_m02vw34","moma_mdvt-josé-guadalupe-posada-4707",,,
147,102,"[morley]","[1982, 2099]","[malcolm morley]","[1931, 2099]",0,"googleart_m0h55xs4","moma_mdvt-malcolm-morley-4100",,,
148,100,"[daze]","[1962, 2099]","[daze (chris ellis)]","[1962, 2099]",1,"googleart_t2194x6rvxh","moma_mdvt-daze-(chris-ellis)-1420",,,
149,102,"[chris ""daze"" ellis]","[2007.0, 2007.0]","[daze (chris ellis)]","[1962, 2099]",1,"googleart_t219d5w7rqf","moma_mdvt-daze-(chris-ellis)-1420",,,
150,101,"[christopher “daze” ellis]","[1982.0, 1988.0]","[daze (chris ellis)]","[1962, 2099]",1,"googleart_t219hrtqpy4","moma_mdvt-daze-(chris-ellis)-1420",,,
151,102,"[louis cane]","[1945, 2099]","[louis cane]","[1943, 2099]",1,"wiki_louis-cane","moma_mdvt-louis-cane-948",,,
152,101,"[louis cane]","[1945, 2099]","[lois lane]","[1948, 2099]",0,"wiki_louis-cane","moma_mdvt-lois-lane-3369",,,
153,100,"[malcolm morley]","[1931, 2099]","[malcolm morley]","[1931, 2099]",1,"wiki_malcolm-morley","moma_mdvt-malcolm-morley-4100",,,
154,102,"[robert irwin]","[1928, 2099]","[irwin]","[1983, 2099]",0,"wiki_robert-irwin","moma_mdvt-irwin-29979",,,
155,100,"[robert irwin]","[1928, 2099]","[robert irwin]","[1928, 2099]",1,"wiki_robert-irwin","moma_mdvt-robert-irwin-2828",,,
156,100,,,,,1,"wiki_theophile-steinlen","moma_mdvt-théophile-alexandre-steinlen-5634",,,
157,100,,,,,0,"meisterwerke_scheiner, wilhelm","moma_mdvt-wilhelm-schuler-41154",,,
,,,,,,1,"wiki_dieter-roth","moma_mdvt-dieter-roth-5042",,,
,,,,,,1,"wiki_yves-tanguy","moma_mdvt-yves-tanguy-5804",,,
